member_id,account_age_days,kyc_completeness,avg_contribution,contribution_count,contribution_consistency,num_payment_methods,device_changes_30d,failed_login_attempts_30d,withdrawal_to_deposit_ratio,referral_count,days_since_last_activity,velocity_score,is_high_risk
3981,902,1.0,139343.44,6,0.694,3,0,0,0.186,3,318,0.176,0
3982,177,1.0,4754.73,6,0.742,1,0,0,0.524,1,128,0.558,1
3983,1342,1.0,190804.11,8,0.636,1,0,0,0.316,1,157,0.826,0
3984,1348,1.0,10485.59,4,0.896,2,0,1,0.106,0,208,0.447,0
3985,1715,1.0,18888.24,10,0.787,3,0,1,0.842,3,399,0.502,1
3986,680,1.0,19045.97,13,0.52,1,1,1,0.609,2,375,0.606,0
3987,620,0.75,60126.31,9,0.728,3,0,0,0.247,1,48,0.0,0
3988,143,1.0,32908.65,14,0.543,1,0,0,0.53,0,287,0.757,0
3989,830,0.5,21617.22,9,0.754,3,0,0,0.296,1,60,0.485,0
3990,951,1.0,122698.38,8,0.887,2,0,0,0.232,0,301,0.415,0
3991,1509,0.75,3801.6,8,0.789,2,0,0,0.125,1,208,0.439,0
3992,1507,1.0,79353.8,9,0.837,3,1,0,0.297,2,344,0.0,0
3993,281,1.0,37487.29,15,0.961,2,0,1,0.378,1,86,0.626,0
3994,570,0.75,21280.29,10,0.586,1,0,1,0.354,0,365,0.494,0
3995,1023,1.0,23614.39,6,0.662,2,1,0,0.445,1,370,0.161,0
3996,670,0.5,30274.8,8,0.39,1,1,0,0.294,1,304,0.503,0
3997,52,1.0,19277.52,5,0.674,2,1,0,0.0,0,141,0.537,0
3998,1691,1.0,70772.1,11,0.627,2,0,0,0.4,1,288,0.262,0
3999,1462,1.0,28223.41,4,0.881,3,1,1,0.117,1,323,0.719,0
4000,1040,1.0,63728.29,9,0.842,2,0,1,0.0,0,383,0.369,0
4001,635,1.0,23943.0,10,1.0,1,0,1,0.235,2,131,0.33,0
4002,1685,0.75,45503.27,5,0.65,3,0,1,0.16,0,100,0.568,0
4003,71,1.0,45488.73,11,0.829,3,0,1,0.08,1,171,0.183,0
4004,893,1.0,39863.68,9,0.898,3,0,0,0.0,2,262,0.284,1
4005,1602,1.0,96960.2,11,1.0,2,1,0,0.36,2,365,0.113,0
4006,1905,0.5,103647.65,6,0.837,2,0,0,0.124,0,118,0.356,0
4007,503,1.0,68154.26,13,0.74,3,0,1,0.055,0,88,0.317,0
4008,1301,0.5,83968.61,9,0.775,1,1,0,0.387,3,90,0.432,1
4009,380,1.0,65538.56,10,0.843,3,0,1,0.236,0,170,0.655,0
4010,232,1.0,26562.58,10,1.0,1,0,0,0.377,3,58,0.57,0
4011,706,1.0,35119.75,10,0.665,1,2,1,0.248,2,328,0.432,0
4012,1770,0.75,4797.78,5,0.608,3,0,1,0.375,0,214,0.722,1
4013,1379,0.75,16549.62,5,1.0,1,0,0,0.0,1,278,0.244,0
4014,979,1.0,10562.01,6,0.525,2,0,0,0.648,1,273,0.524,1
4015,566,0.75,21111.04,8,0.921,3,0,0,0.0,0,327,0.629,0
4016,284,1.0,48259.08,9,0.833,1,1,0,0.498,3,146,0.873,0
4017,542,1.0,25747.16,7,0.814,1,0,0,0.256,1,188,0.437,0
4018,306,1.0,73186.61,9,0.504,2,0,0,0.83,0,97,0.303,0
4019,374,0.75,17164.82,7,1.0,1,0,1,0.299,1,16,0.404,0
4020,1375,0.75,61606.71,10,0.785,2,2,0,0.456,1,215,0.417,0
4021,266,1.0,15772.31,5,0.647,1,3,0,0.0,2,281,0.232,0
4022,95,1.0,92301.44,7,0.484,1,0,0,0.599,1,136,0.405,0
4023,1085,0.5,17130.92,7,0.348,2,1,0,0.405,2,152,0.843,0
4024,573,0.75,55216.63,10,0.891,1,0,0,0.0,0,81,0.0,1
4025,909,0.75,21652.29,5,0.582,3,0,1,0.122,1,38,0.0,1
4026,280,1.0,114347.67,10,0.696,2,3,0,0.212,0,63,0.021,0
4027,420,0.75,111146.13,9,0.63,2,2,0,0.563,1,284,0.167,1
4028,882,0.5,53853.14,6,0.858,2,1,0,0.221,4,196,0.102,0
4029,1380,1.0,53073.1,4,0.828,1,1,1,0.0,1,9,0.198,0
4030,829,0.5,69409.49,7,0.9,2,0,0,0.176,0,165,0.142,0
4031,1083,0.75,60859.89,5,0.908,1,0,1,0.427,2,131,0.513,0
4032,1044,1.0,76098.15,14,0.607,3,1,0,0.263,1,109,0.164,0
4033,538,1.0,16768.91,7,0.481,3,0,0,0.455,0,247,0.111,0
4034,559,0.5,39871.82,9,0.72,1,1,1,0.0,1,124,0.0,0
4035,852,1.0,23089.0,7,0.853,2,0,0,0.747,4,11,0.649,0
4036,65,0.75,109991.91,4,0.772,2,1,0,0.284,2,179,0.735,0
4037,1371,0.75,12409.6,9,0.376,1,0,1,0.371,0,36,0.464,1
4038,1229,1.0,123262.35,7,0.761,2,0,0,0.508,1,92,0.432,0
4039,612,1.0,40429.46,2,0.55,2,1,0,0.608,0,395,0.565,0
4040,748,1.0,76924.61,10,0.754,3,1,0,0.58,3,175,0.603,0
4041,658,1.0,25556.07,10,0.943,1,0,1,0.094,1,34,0.111,0
4042,1303,0.75,11371.4,10,0.251,3,0,0,0.0,1,84,0.338,0
4043,1519,1.0,107046.38,8,1.0,3,0,0,0.419,0,74,0.645,0
4044,218,1.0,57441.42,10,0.541,1,0,1,0.593,0,247,0.264,0
4045,827,0.75,13571.48,6,0.949,2,4,1,0.42,3,93,0.439,1
4046,28,1.0,36367.15,13,0.918,3,1,1,0.0,1,351,0.703,0
4047,905,0.5,34211.79,10,0.69,1,0,1,0.809,1,197,0.998,1
4048,497,1.0,55988.69,10,0.841,1,0,0,0.165,1,203,0.646,0
4049,672,1.0,16698.04,8,0.61,3,0,1,0.511,1,306,0.083,0
4050,913,0.75,13268.56,3,0.405,1,3,0,0.0,2,355,0.226,0
4051,648,1.0,44135.64,9,0.978,2,0,1,0.647,2,284,0.703,0
4052,788,0.75,17631.84,10,0.613,3,0,0,0.547,1,369,0.213,0
4053,1529,1.0,109334.68,7,1.0,3,1,1,0.189,1,199,0.618,0
4054,1620,0.5,71805.61,8,0.927,1,1,1,0.619,4,191,0.83,1
4055,12,0.75,70317.27,11,0.581,2,0,0,0.343,0,166,0.667,0
4056,756,1.0,4658.18,10,0.868,3,0,0,0.507,0,61,0.848,0
4057,1693,1.0,26445.82,13,0.856,2,2,1,0.269,0,264,0.115,0
4058,1061,0.75,31229.13,7,1.0,3,0,0,0.121,0,146,0.0,0
4059,411,1.0,15107.59,6,0.652,3,1,0,0.752,0,146,0.203,0
4060,1187,0.75,61023.17,5,0.704,3,0,0,0.417,0,75,0.401,0
4061,290,1.0,55205.51,7,0.837,3,1,0,0.0,1,396,0.172,0
4062,44,1.0,68305.77,13,0.754,1,0,0,0.336,2,14,0.205,0
4063,1265,0.75,82810.29,10,0.472,3,2,1,0.474,0,149,0.364,1
4064,1030,1.0,79908.9,8,0.953,2,1,3,0.577,0,49,0.284,1
4065,1513,1.0,201499.78,4,1.0,2,0,0,0.835,0,233,0.608,0
4066,690,1.0,38867.59,8,0.781,3,2,1,0.455,2,273,0.404,0
4067,1708,1.0,33793.91,16,0.495,1,1,0,0.117,2,109,0.252,0
4068,843,1.0,60448.31,13,0.727,1,0,0,0.245,1,319,0.638,0
4069,1476,1.0,93203.35,13,0.568,1,1,0,0.626,1,388,1.0,1
4070,201,1.0,8066.08,13,0.698,2,0,0,0.126,0,255,0.515,0
4071,195,1.0,19960.08,9,0.787,2,1,1,0.351,0,32,0.266,0
4072,1565,1.0,24302.03,8,0.881,1,0,0,0.179,1,137,0.0,0
4073,1668,1.0,41994.61,10,1.0,2,0,1,0.221,1,317,0.331,0
4074,1884,1.0,26576.0,9,0.875,1,0,0,0.243,0,78,0.101,0
4075,649,1.0,83721.86,8,0.538,2,1,0,0.357,0,353,0.525,0
4076,45,1.0,46620.12,12,0.886,2,0,0,0.265,2,157,0.818,0
4077,1959,1.0,36029.57,9,0.693,3,1,0,0.0,2,226,0.184,0
4078,1203,1.0,55572.49,11,0.715,1,0,0,0.607,0,115,0.253,0
4079,494,1.0,5603.51,16,0.747,3,3,1,0.578,1,283,0.578,1
4080,1527,1.0,53600.71,6,0.777,3,0,1,0.352,0,358,0.216,0
4081,1807,1.0,18111.23,13,0.953,3,1,0,0.613,2,235,0.0,0
4082,570,1.0,73484.57,9,0.849,2,2,0,0.486,0,333,0.696,0
4083,1539,1.0,6815.23,11,0.513,2,0,1,0.499,0,70,0.048,0
4084,1575,0.75,58305.17,7,0.45,3,1,0,0.382,1,42,0.375,0
4085,1003,1.0,18571.05,11,0.88,2,0,0,0.49,0,362,0.362,0
4086,1265,0.75,94501.65,12,0.858,2,2,1,0.043,1,254,0.289,0
4087,539,0.5,8829.31,10,1.0,2,0,0,0.219,1,381,0.547,0
4088,1858,1.0,40812.65,13,0.73,3,2,0,0.0,1,180,0.014,0
4089,1966,1.0,66047.43,6,0.806,3,1,0,0.004,0,382,0.484,0
4090,1962,1.0,51327.03,5,0.845,1,0,0,0.613,1,245,0.181,0
4091,1474,0.75,51080.08,9,0.439,1,0,0,0.405,0,149,0.407,0
4092,85,1.0,12308.93,10,0.428,3,0,1,0.177,0,195,0.188,0
4093,733,1.0,11505.9,5,0.897,1,1,0,0.059,2,106,0.423,0
4094,890,1.0,49622.01,7,0.824,1,0,1,0.0,2,79,0.602,0
4095,1919,1.0,44053.85,11,1.0,3,2,0,0.0,1,71,0.353,0
4096,1094,0.75,15808.31,9,1.0,3,2,1,0.145,1,158,0.314,0
4097,1072,0.75,14956.75,8,0.69,1,0,0,0.0,4,316,0.195,0
4098,294,0.75,36476.16,12,0.68,3,1,0,0.526,1,385,0.419,0
4099,1587,0.5,28929.39,7,0.479,3,0,0,0.378,1,369,0.642,0
4100,673,1.0,136091.72,8,0.854,3,1,0,0.404,1,284,0.375,0
4101,184,0.5,98392.19,13,0.338,1,1,1,0.459,2,27,0.743,1
4102,1975,0.75,71592.75,9,0.556,1,0,0,0.292,1,22,0.33,0
4103,380,0.75,106770.51,6,0.812,2,1,0,0.354,1,340,0.874,0
4104,33,0.75,22786.49,7,0.618,1,1,1,0.289,0,235,0.0,0
4105,156,1.0,25840.12,9,0.741,3,0,0,0.663,3,147,0.259,1
4106,905,0.75,88740.57,9,0.709,3,0,0,0.073,0,79,0.189,0
4107,206,1.0,40717.12,10,0.528,3,0,0,0.507,3,342,0.371,0
4108,1685,0.75,42669.01,10,0.337,2,0,0,0.03,3,280,0.544,0
4109,1025,0.75,13999.67,8,0.89,3,1,0,0.008,1,237,1.0,1
4110,648,0.5,85937.14,7,0.714,2,0,1,0.0,0,121,0.424,1
4111,7,1.0,60353.13,12,0.818,2,1,1,0.0,1,286,0.612,0
4112,960,0.75,31745.59,7,0.738,2,0,0,0.363,3,359,0.196,0
4113,303,1.0,26005.16,12,0.735,1,1,0,0.041,1,354,0.322,0
4114,1956,0.75,95640.49,10,0.783,1,0,0,0.381,2,66,0.57,0
4115,582,1.0,23032.13,14,0.712,2,0,0,0.708,0,135,0.021,0
4116,950,0.75,9989.64,8,0.682,2,0,0,0.185,3,322,0.114,0
4117,38,1.0,99366.55,5,0.549,3,1,0,0.391,2,78,0.42,0
4118,262,1.0,100740.86,7,1.0,2,0,0,0.558,0,32,0.359,0
4119,415,0.75,22952.91,11,0.951,3,0,0,0.372,1,94,0.454,0
4120,104,0.75,153916.0,7,1.0,3,0,1,0.331,1,173,0.0,0
4121,1452,1.0,37190.29,5,1.0,1,1,0,0.0,1,111,0.315,0
4122,1890,0.75,23179.06,6,0.694,3,0,0,0.33,1,254,0.336,0
4123,1970,0.5,58935.46,9,0.714,2,0,1,0.453,1,140,0.448,0
4124,532,1.0,11996.23,9,0.751,3,2,0,0.753,4,194,0.612,0
4125,1577,0.5,17520.14,12,0.677,3,0,0,0.208,0,394,0.411,0
4126,1008,1.0,49857.65,5,0.926,1,2,0,0.606,1,119,0.126,0
4127,92,1.0,43412.22,5,0.587,1,0,0,0.145,2,187,0.481,0
4128,182,1.0,76698.34,11,0.537,3,0,1,0.533,0,97,0.0,1
4129,1096,0.75,13846.48,6,0.491,1,0,0,0.092,0,124,0.424,0
4130,847,1.0,136727.1,6,0.685,3,0,0,0.331,2,396,0.521,0
4131,17,1.0,28467.38,7,0.656,2,0,0,0.137,1,250,0.384,0
4132,1860,0.5,42220.36,10,0.626,2,0,0,0.302,2,153,0.564,0
4133,1460,1.0,27393.65,7,0.767,3,1,1,0.301,2,123,0.069,0
4134,1005,1.0,11896.13,5,0.517,2,0,0,0.323,2,218,0.967,1
4135,1974,1.0,38765.24,12,0.898,2,0,0,0.101,4,106,0.169,0
4136,1942,0.75,65408.58,8,0.531,1,0,0,0.288,0,377,0.0,1
4137,1947,0.75,34331.05,4,0.515,3,0,0,0.386,2,276,0.08,0
4138,518,1.0,19353.35,7,0.621,1,0,0,0.218,1,67,1.0,0
4139,1761,1.0,78497.53,11,0.722,1,0,1,0.083,0,236,0.673,0
4140,1009,1.0,80588.76,6,0.922,2,0,0,0.113,1,210,0.083,0
4141,1452,0.5,32912.51,7,0.735,1,0,0,0.548,1,215,0.694,1
4142,1719,1.0,52179.69,10,0.429,2,1,1,0.302,1,333,0.72,0
4143,327,0.75,78093.99,10,0.848,2,1,0,0.649,1,106,0.037,0
4144,897,0.75,64882.43,9,0.844,3,0,0,0.239,0,246,0.705,0
4145,258,1.0,51096.95,3,0.634,1,0,0,0.263,1,95,0.297,0
4146,559,0.5,62983.98,8,0.784,3,0,0,0.434,0,130,0.574,0
4147,827,0.5,54845.99,9,1.0,3,1,0,0.438,0,211,0.64,0
4148,1711,0.5,40506.79,9,0.577,2,0,0,0.634,0,341,0.634,0
4149,1725,1.0,13572.18,5,0.942,3,2,0,0.0,1,193,0.35,1
4150,780,0.75,16859.89,8,1.0,2,0,0,0.419,3,305,0.194,0
4151,659,1.0,56587.43,8,0.785,1,2,0,0.034,2,368,0.531,0
4152,1061,1.0,27164.34,14,0.504,2,3,0,0.269,1,125,0.605,0
4153,1823,1.0,55110.46,10,1.0,2,0,1,0.022,1,4,0.517,0
4154,1953,1.0,13225.99,10,0.933,2,0,0,0.353,1,38,0.384,0
4155,454,1.0,20987.96,8,0.86,1,1,0,0.033,2,196,0.568,0
4156,373,1.0,34330.17,8,0.74,3,1,1,0.0,1,251,0.0,0
4157,1413,1.0,3562.69,8,0.981,3,0,1,0.01,2,312,0.583,0
4158,603,1.0,18629.08,11,0.58,2,2,0,0.584,1,380,0.349,1
4159,400,1.0,23435.28,14,0.921,2,1,0,0.466,1,153,0.678,0
4160,63,1.0,45819.57,10,0.686,1,0,0,0.616,0,390,0.44,0
4161,807,0.75,32684.88,8,0.415,1,1,0,0.0,3,255,0.551,1
4162,784,1.0,47668.25,5,0.549,3,1,1,0.744,1,341,0.546,0
4163,1126,0.75,41621.35,8,0.831,3,1,0,0.895,1,379,0.307,1
4164,401,1.0,31621.17,8,0.794,1,0,1,0.038,1,174,0.212,0
4165,1429,0.75,23570.22,8,0.839,2,1,0,0.393,0,353,0.634,0
4166,1360,1.0,42698.77,8,0.677,1,0,0,0.143,2,236,0.481,0
4167,925,1.0,93311.96,10,0.792,3,0,0,0.494,0,268,0.469,0
4168,363,1.0,23450.37,10,0.875,3,0,0,0.711,2,254,0.631,0
4169,1014,0.75,133036.07,6,1.0,2,2,0,0.054,1,7,0.555,0
4170,1349,1.0,43313.11,14,0.672,2,1,0,0.0,4,38,0.74,0
4171,746,1.0,74009.01,9,0.955,1,0,0,0.234,1,28,0.312,1
4172,527,0.75,52610.57,8,0.879,3,2,1,1.209,1,199,0.534,0
4173,1013,1.0,58337.11,12,0.775,3,0,1,0.51,0,10,0.734,1
4174,711,1.0,18499.25,8,0.49,2,2,1,0.425,3,61,0.245,0
4175,801,1.0,26969.29,12,1.0,3,0,0,0.557,2,217,0.158,0
4176,698,0.75,7861.75,11,0.8,2,1,0,0.592,1,353,0.376,1
4177,607,1.0,33717.0,7,0.632,1,0,0,0.384,0,372,0.409,0
4178,1433,1.0,62299.83,14,0.573,3,1,0,0.287,2,289,0.457,0
4179,921,0.5,33912.76,8,0.802,2,0,0,0.155,0,224,0.598,0
4180,933,1.0,76868.27,9,0.562,2,0,1,0.355,0,34,0.533,0
4181,1306,1.0,29175.73,12,0.636,3,1,0,0.586,1,260,1.0,1
4182,723,1.0,22209.56,9,0.632,3,0,0,0.571,2,62,0.72,0
4183,202,1.0,26022.11,9,0.759,1,1,1,0.163,1,347,0.248,0
4184,1705,1.0,66616.77,17,0.87,3,1,0,0.271,3,267,0.624,0
4185,112,0.75,114178.04,12,0.686,2,0,1,0.001,2,129,0.391,0
4186,1144,1.0,142077.26,11,0.707,2,0,0,0.569,0,348,0.561,1
4187,532,1.0,61768.24,7,0.772,1,1,0,0.43,0,217,0.481,0
4188,428,1.0,74416.24,15,0.6,3,0,0,0.231,1,225,0.0,0
4189,84,1.0,9946.2,8,0.633,1,2,0,0.195,2,45,0.223,0
4190,1800,1.0,12955.22,9,0.657,2,0,0,0.058,2,344,0.438,0
4191,858,1.0,19222.97,10,0.808,2,0,0,0.321,0,3,0.589,0
4192,685,0.5,97165.03,10,1.0,1,0,1,0.674,0,135,0.124,1
4193,1482,1.0,96226.76,11,0.501,2,0,0,0.104,3,104,0.747,0
4194,78,1.0,163368.88,7,0.798,1,0,0,0.0,2,85,0.625,1
4195,1129,1.0,18835.95,8,0.704,1,1,0,0.33,2,200,0.155,0
4196,989,0.75,36935.95,12,0.716,2,1,0,0.596,0,378,0.399,0
4197,1107,0.75,7803.14,11,0.652,1,0,0,0.54,0,252,0.626,1
4198,248,0.75,11035.7,5,0.978,2,0,0,0.604,2,52,0.698,1
4199,1905,1.0,31520.69,7,0.265,2,0,0,0.171,0,18,0.062,0
4200,477,1.0,19587.42,11,0.523,3,0,0,0.522,1,121,0.237,0
4201,1357,0.75,19796.84,9,0.968,3,3,0,0.393,0,129,0.659,0
4202,1494,1.0,24367.79,12,0.983,3,1,1,0.234,1,151,0.116,0
4203,688,1.0,104714.39,5,1.0,2,2,0,0.307,2,77,0.551,0
4204,262,0.75,84347.97,10,0.811,2,1,0,0.505,1,205,0.398,0
4205,594,1.0,16675.15,10,0.846,1,1,0,0.443,0,313,0.349,0
4206,1614,1.0,82744.9,5,0.377,1,0,1,0.437,1,123,0.0,0
4207,1813,0.75,21003.93,8,0.751,3,0,1,0.468,1,374,0.667,0
4208,1873,1.0,9808.07,6,0.862,3,0,0,0.199,2,102,0.216,0
4209,453,1.0,23639.3,9,0.652,1,1,1,0.0,0,63,0.251,0
4210,1213,0.75,49138.92,3,0.732,2,1,0,0.127,2,100,0.521,0
4211,302,0.75,18433.57,8,0.996,1,0,0,0.521,1,170,0.401,0
4212,1421,1.0,60966.36,9,1.0,3,2,0,0.0,3,177,0.4,0
4213,832,0.75,25066.15,12,0.8,2,2,0,0.303,3,137,0.363,1
4214,1427,1.0,51776.26,5,0.74,2,0,0,0.337,1,375,0.261,0
4215,1370,1.0,16493.04,7,0.896,3,0,0,0.482,1,157,0.244,0
4216,1985,1.0,39778.84,8,0.676,2,0,1,0.0,0,387,0.548,0
4217,977,1.0,18946.9,9,0.959,1,0,0,0.0,1,321,0.164,0
4218,683,1.0,32262.95,14,0.645,2,0,1,0.157,2,214,0.237,0
4219,1053,1.0,134361.26,12,0.9,3,0,0,0.44,1,204,0.412,0
4220,326,1.0,27897.24,11,0.746,2,0,0,0.647,0,59,0.556,0
4221,224,1.0,12678.77,6,0.626,1,1,0,0.133,1,80,0.211,0
4222,1038,1.0,41714.45,9,0.822,2,0,0,0.09,1,313,0.195,0
4223,1650,1.0,42255.22,12,0.672,1,0,0,0.361,0,254,0.327,0
4224,1066,0.75,42049.57,5,0.949,1,1,2,0.821,0,132,0.176,0
4225,1564,1.0,58470.27,4,0.551,2,0,2,0.416,2,151,0.369,0
4226,356,1.0,26824.74,11,0.795,1,1,0,0.434,0,51,0.0,0
4227,899,0.5,62617.58,9,0.604,3,1,0,0.79,3,233,0.775,0
4228,1226,0.75,38545.73,11,0.99,1,3,0,0.533,0,341,0.382,0
4229,696,1.0,11982.55,10,0.893,3,0,0,0.342,2,371,0.0,0
4230,29,1.0,68929.13,9,0.741,2,0,0,0.02,1,10,0.254,0
4231,147,1.0,44761.14,7,0.747,1,0,1,0.318,0,243,0.413,0
4232,1855,1.0,60307.66,10,1.0,1,0,0,0.481,1,21,0.367,0
4233,1210,1.0,13396.05,8,0.902,1,2,0,0.04,0,210,0.065,0
4234,529,1.0,71801.3,8,0.599,2,0,1,0.534,2,144,0.707,0
4235,518,0.5,158025.14,5,0.937,1,0,0,0.272,1,249,0.612,1
4236,80,1.0,12441.47,7,0.637,3,0,0,0.247,1,86,0.07,0
4237,1889,0.5,78890.43,9,0.781,3,2,1,0.067,0,71,0.478,0
4238,217,1.0,44902.81,11,0.33,2,1,0,0.388,0,281,0.166,0
4239,1519,1.0,38858.67,10,0.913,1,1,0,0.471,0,140,0.055,0
4240,481,0.75,72378.46,6,0.616,2,0,0,0.032,2,394,0.166,0
4241,671,1.0,66972.48,9,0.708,3,0,1,0.429,0,318,0.579,0
4242,548,1.0,92614.19,4,0.471,3,0,0,0.524,1,188,0.141,0
4243,1649,0.5,13899.34,12,0.786,2,0,0,0.51,1,206,0.46,0
4244,66,0.5,95058.98,11,0.764,1,0,1,0.357,4,365,0.035,0
4245,705,0.5,51399.34,6,0.495,2,0,0,0.219,1,42,0.564,0
4246,559,0.5,8057.57,8,0.757,1,0,0,0.234,2,270,0.319,0
4247,546,1.0,28109.48,12,0.697,3,0,0,0.0,1,294,0.497,0
4248,386,1.0,45673.78,9,0.995,2,0,1,0.143,1,59,0.083,0
4249,1824,1.0,27608.2,7,0.608,3,0,3,0.227,2,323,0.927,1
4250,757,1.0,35243.8,8,0.846,1,0,0,0.098,2,350,0.874,0
4251,836,0.5,24503.05,10,0.456,1,0,0,0.337,3,163,0.0,0
4252,770,0.75,213179.59,5,0.766,2,1,0,0.673,0,316,0.712,0
4253,1960,1.0,63338.92,8,0.822,3,0,0,0.718,1,20,0.432,0
4254,678,1.0,41553.32,10,0.831,3,0,1,0.154,0,122,0.514,0
4255,684,1.0,16150.8,10,0.726,3,0,1,0.74,3,286,0.5,0
4256,656,0.5,92783.91,9,1.0,1,0,0,0.583,0,214,0.624,0
4257,654,1.0,57583.63,8,0.678,2,1,0,0.126,2,280,0.246,0
4258,180,1.0,17715.34,8,0.846,1,1,1,0.424,1,76,0.02,0
4259,1208,1.0,17828.81,14,0.687,1,0,0,0.294,2,199,0.23,0
4260,51,0.75,35918.78,12,0.582,3,0,0,0.0,1,38,0.198,0
4261,452,0.5,41872.94,9,0.512,1,0,0,0.0,0,212,0.401,0
4262,405,1.0,62279.48,5,0.567,2,0,0,0.477,0,111,0.394,0
4263,583,1.0,37794.65,12,0.871,3,0,1,0.0,1,8,0.269,0
4264,1513,1.0,66073.17,10,1.0,3,0,0,0.751,0,290,0.224,0
4265,1199,0.75,27630.34,8,0.87,2,0,0,0.55,2,209,0.566,0
4266,1981,1.0,37872.7,12,0.683,1,0,0,0.471,2,10,0.132,0
4267,703,1.0,95129.86,6,0.624,2,0,1,0.0,3,312,0.588,0
4268,1857,1.0,68191.32,7,0.783,3,0,0,0.561,2,184,0.386,0
4269,90,1.0,39633.72,8,0.542,2,1,0,0.54,1,68,0.259,0
4270,1008,1.0,50065.27,8,0.927,3,0,0,0.525,1,224,0.148,0
4271,1597,0.75,38003.39,9,0.824,3,0,0,0.535,1,34,0.747,0
4272,1064,1.0,11145.82,7,0.556,3,0,2,0.736,2,202,0.0,0
4273,1866,1.0,117547.09,7,1.0,2,1,0,0.118,0,94,0.508,1
4274,629,1.0,18782.2,10,0.509,1,0,0,0.251,0,293,0.365,0
4275,67,1.0,29387.03,9,0.76,1,0,0,0.079,0,243,0.333,0
4276,1548,1.0,189583.39,13,0.917,2,0,0,0.495,4,80,0.077,0
4277,136,1.0,15573.3,9,0.897,3,1,1,0.24,1,146,0.207,1
4278,1529,1.0,36324.6,7,0.625,2,0,1,0.0,2,390,0.98,0
4279,1467,1.0,99407.72,5,0.668,1,1,0,0.319,0,233,0.673,0
4280,1688,1.0,134804.52,8,0.559,2,1,1,0.0,1,198,0.651,1
4281,958,1.0,57000.85,8,0.794,2,1,0,0.318,2,15,0.578,0
4282,1791,1.0,93367.68,4,0.914,1,0,0,0.33,3,303,0.466,0
4283,340,1.0,33489.68,8,0.368,2,1,0,0.189,4,21,0.762,0
4284,869,0.5,1941.02,9,0.861,2,0,0,0.551,2,366,0.456,0
4285,244,1.0,87742.4,7,0.652,1,1,1,0.0,4,308,0.992,0
4286,1533,1.0,38937.18,4,0.731,1,0,1,0.324,1,100,0.721,0
4287,1428,1.0,30461.17,14,0.537,2,0,0,0.349,1,98,0.492,0
4288,1612,1.0,28309.68,10,0.626,1,0,2,0.289,0,395,0.566,1
4289,1528,1.0,65155.43,11,1.0,1,0,0,0.608,1,25,0.389,0
4290,617,1.0,64617.07,8,0.682,3,0,0,0.139,0,260,0.84,0
4291,137,1.0,39820.33,6,0.748,1,0,0,0.276,3,113,0.258,0
4292,1858,0.75,55027.04,3,0.567,2,0,0,0.327,1,107,0.569,0
4293,986,1.0,15284.31,11,1.0,2,0,0,0.202,0,52,0.436,1
4294,189,1.0,33886.37,6,0.843,3,1,0,0.0,2,204,0.206,0
4295,1854,1.0,15945.25,8,0.746,3,1,0,0.679,3,136,0.51,0
4296,1988,1.0,15446.28,8,0.934,1,1,0,0.104,0,117,0.0,0
4297,891,1.0,51254.75,11,0.821,1,2,0,0.109,0,52,0.628,0
4298,1540,0.75,41473.61,8,0.716,3,2,0,0.0,2,303,0.793,1
4299,73,1.0,27677.68,5,0.724,3,0,0,0.314,1,349,0.273,0
4300,187,0.75,32564.55,8,0.442,1,0,0,0.343,1,319,0.315,0
4301,553,1.0,54449.65,4,0.677,1,0,0,0.614,1,239,0.357,0
4302,1312,1.0,66109.38,9,0.649,1,2,0,0.206,1,155,0.661,0
4303,267,1.0,58711.82,17,0.814,1,1,1,0.363,1,25,0.787,0
4304,69,1.0,7660.65,11,0.708,3,0,1,0.55,1,274,0.732,0
4305,1337,1.0,3282.02,12,0.887,3,1,2,0.645,0,31,0.699,1
4306,1540,1.0,20391.74,7,0.77,1,0,2,0.393,2,84,0.499,0
4307,1478,1.0,3343.08,7,0.582,3,0,0,0.212,0,52,0.0,0
4308,1598,1.0,108418.12,10,1.0,2,0,1,0.601,0,127,0.353,1
4309,1605,1.0,31701.86,8,0.673,3,0,1,0.607,3,332,0.635,1
4310,1205,1.0,11899.4,9,0.861,3,0,0,0.0,0,256,0.631,0
4311,1039,0.75,31407.54,8,0.488,2,2,0,0.387,4,233,0.355,0
4312,1713,0.75,5783.78,10,0.904,1,0,0,0.545,1,101,0.0,0
4313,696,0.75,12176.56,11,0.423,1,2,1,0.481,2,36,0.625,0
4314,196,0.75,29537.95,5,1.0,3,0,0,0.233,2,268,0.184,0
4315,1504,1.0,25656.15,13,0.887,3,0,0,0.18,1,224,0.185,0
4316,552,0.75,29339.35,9,0.706,1,0,0,0.645,2,58,0.661,0
4317,1957,1.0,55722.82,11,0.864,3,2,0,0.361,0,178,0.444,0
4318,828,0.75,77895.36,8,0.497,1,0,1,0.254,0,267,0.629,1
4319,1703,0.75,43509.5,9,0.71,1,2,0,0.265,1,71,0.058,0
4320,85,1.0,80795.23,7,0.899,2,0,2,0.3,0,111,0.381,0
4321,1318,1.0,26152.03,14,0.865,2,0,0,0.262,1,104,0.0,0
4322,896,1.0,88471.23,10,0.748,1,1,2,0.588,0,177,0.659,0
4323,925,1.0,44036.08,9,0.813,2,0,0,0.41,0,109,0.606,0
